Cost,Product Name,Category,Sub-Category,Dimensions (W x D x H),Material,Colour/Finish,Product URL,Image URL,Notes
£995,Theodore Armchair,Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",velvet,Velvet Royal Blue,https://www.sohohome.com/products/theodore-armchair/79960226,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/277142-79960226-listingjpg.jpg,
£995,Theodore Armchair,Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Linen,Linen Natural,https://www.sohohome.com/products/theodore-armchair/75786326,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/277219-75786326-hoverjpg.jpg,
"£1,295",Theodore Armchair,Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Linen,Linen Indigo,https://www.sohohome.com/products/theodore-armchair/79977460,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/277207-79977460-listingjpg.jpg,
"£1,295",Theodore Armchair,Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Linen,Linen Bisque,https://www.sohohome.com/products/theodore-armchair/79977286,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/277940-79977293-listingjpg.jpg,
£995,Theodore Armchair,Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",velvet,Velvet Antique Rose,https://www.sohohome.com/products/theodore-armchair/79960066,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1000%2cheight=1000%2ctrim=583%3b0%3b583%3b0/images/original/277124-79960103-listingjpg.jpg,
"£1,795","Theodore Armchair, Textured Wool Boucle",Armchair,Armchair,"H85 x W64 x D75cm / H33 x W25 x D30""",Textured Wool Boucle, Boucle pistachio,https://www.sohohome.com/products/theodore-armchair-textured-wool-boucle/72763595,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/207187-72763595-listingjpg.jpg,
"£1,795","Theodore Armchair, Textured Wool Boucle",Armchair,Armchair,"H85 x W64 x D75cm / H33 x W25 x D30""",Textured Wool Boucle,Boucle Coral,https://www.sohohome.com/products/theodore-armchair-textured-wool-boucle/72763618,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/207203-72763618-listingjpg.jpg,
"£1,795","Theodore Armchair, Textured Wool Boucle",Armchair,Armchair,"H85 x W64 x D75cm / H33 x W25 x D30""",Textured Wool Boucle,Boucle Kelp,https://www.sohohome.com/products/theodore-armchair-textured-wool-boucle/72763632,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/207219-72763632-listingjpg.jpg,
"£2,195","Eldon Armchair, Walnut, Boucle",Armchair,Armchair,"H76 x W120 x D90.5cm / H30 x W47.3 x D35.6""",Textured Wool Boucle,Walnut boucle,https://www.sohohome.com/products/eldon-armchair-walnut-boucle/79903193,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/184066-79903193-listingjpg.jpg,
"£2,995","Vivienne Armchair, Textured Wool Boucle",Armchair,Armchair,"H69 x W95 x D89cm / H27 x W38 x D35""",Textured Wool Boucle,Boucle Kelp,https://www.sohohome.com/products/vivienne-armchair-textured-wool-boucle/72763915,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b388%3b0/images/original/228704-72763915-listingjpg.jpg,
"£2,995","Vivienne Armchair, Textured Wool Boucle",Armchair,Armchair,"H69 x W95 x D89cm / H27 x W38 x D35""",Textured Wool Boucle,Boucle Coral,https://www.sohohome.com/products/vivienne-armchair-textured-wool-boucle/72763892,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b388%3b0/images/original/228689-72763892-listingjpg.jpg,
"£2,995","Vivienne Armchair, Textured Wool Boucle",Armchair,Armchair,"H69 x W95 x D89cm / H27 x W38 x D35""",Textured Wool Boucle,Boucle Pistachio,https://www.sohohome.com/products/vivienne-armchair-textured-wool-boucle/72763878,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b388%3b0/images/original/228675-72763878-listingjpg.jpg,
"£1,995","Karine Armchair, Textured Weave, Seafoam",Armchair,Armchair,"H69 x W72 x D83cm / H27 x W28 x D33""",woven fabric cotton,Seafoam,https://www.sohohome.com/products/karine-armchair-textured-weave-seafoam/78132318,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/278867-78132318-listingjpg.jpg,
"£2,195","Drew Sling Chair, Leather, Chestnut",Armchair,Armchair,"H85 x W88 x D115cm / H33.5 x W34.6 x D45.3""",Leather,Chestnut,https://www.sohohome.com/products/drew-sling-chair-leather-chestnut/78131205,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/276413-78131205-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Rust,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167037,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276617-78167037-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Camel,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167075,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276629-78167075-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Lichen,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167051,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276623-78167051-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Royal Blue,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167099,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276635-78167099-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Porcelain,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167112,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276641-78167112-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Mustard,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167136,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276647-78167136-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Olive,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167150,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276653-78167150-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Taupe,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167174,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276659-78167174-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Antique Rose,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167198,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276665-78167198-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Chocolate,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167235,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276677-78167235-listingjpg.jpg,
"£2,195","Caleb Armchair, Light Burl, Velvet",Armchair,Armchair,"H79 x W112 x D85cm / H31 x W44 x D33""",velvet,Velvet Grey Blue,https://www.sohohome.com/products/caleb-armchair-light-burl-velvet/78167211,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/276671-78167211-listingjpg.jpg,
"£1,895","Vivienne Armchair, Theron",Armchair,Armchair,"H69 x W95 x D89cm / H27 x W38 x D35""",Woven Jacquard,Woven Jacquard,https://www.sohohome.com/products/vivienne-armchair-theron/72729072,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/275613-72729072-listingjpg.jpg,
£995,"Sagrada Chair, Chestnut Leather",Armchair,Armchair,"
H76 x W74 x D76cm / H29.9 x W29.1 x D29.9""",Leather,Chestnut Leather,https://www.sohohome.com/products/sagrada-chair-leather/75786340,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/17721-75786340-shot-1-listing.jpg,
"£2,195","Theodore Armchair, Leather",Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Leather,Sangria,https://www.sohohome.com/products/theodore-armchair-leather/72737350,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/279839-72737220-listingjpg.jpg,
"£2,195","Theodore Armchair, Leather",Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Leather,Moss,https://www.sohohome.com/products/theodore-armchair-leather/72737183,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/279853-72737183-listingjpg.jpg,
"£2,195","Theodore Armchair, Leather",Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Leather,Honey,https://www.sohohome.com/products/theodore-armchair-leather/72737206,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/279865-72737206-listingjpg.jpg,
"£2,195","Theodore Armchair, Leather",Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Leather,Chestnut,https://www.sohohome.com/products/theodore-armchair-leather/72790065,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/279890-78106920-listingjpg.jpg,
"£2,195","Theodore Armchair, Leather",Armchair,Armchair,"H84.5 x W64 x D75cm / H33.3 x W25.2 x D29.5""",Leather,Black,https://www.sohohome.com/products/theodore-armchair-leather/74572642,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=848%2cheight=1130%2ctrim=1%3b0%3b1%3b0/images/original/183917-74572642-detail3jpg.jpg,
"£2,495","Milo Armchair, Leather, Black",Armchair,Armchair,"H73 x W74 x D76cm / H28.7 x W29.1 x D29.9""",Leather,Black,https://www.sohohome.com/products/milo-armchair-leather-black/78143512,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/276456-78143512-listingjpg.jpg,
"£2,495","Milo Armchair, Leather, Black",Armchair,Armchair,"H73 x W74 x D76cm / H28.7 x W29.1 x D29.9""",Leather,moss,https://www.sohohome.com/products/milo-armchair-leather-moss/78131366,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/276420-78131366-listingjpg.jpg,
£995,"Karine Armchair, Dark Stain, Velvet, Grey Blue",Armchair,Armchair,"H69 x W72 x D83cm / H27.2 x W28.3 x D32.7""",velvet,Grey Blue,https://www.sohohome.com/products/karine-armchair-dark-stain-grey-blue/78116509,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/278944-78116509-listingjpg.jpg,
"£1,395","Karine Armchair, Dark Stain, Linen, Olive",Armchair,Armchair,"H69 x W72 x D83cm / H27.2 x W28.3 x D32.7""",Linen,Olive,https://www.sohohome.com/products/karine-armchair-dark-stain-linen-olive/72736803,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/278930-72736803-listingjpg.jpg,
"£2,695","Garret Armchair, Boucle, Natural",Armchair,Armchair,"H76 x W97 x D91cm / H30 x W39 x D36""",Textured Wool Boucle,Natural,https://www.sohohome.com/products/garret-armchair-boucle-natural/74507255,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/183669-74507255-listingjpg.jpg,
£995,"Theodore Armchair, Boucle, Natural",Armchair,Armchair,"H85 x W64 x D75cm / H33 x W25 x D30""",Textured Wool Boucle,Natural,https://www.sohohome.com/products/theodore-armchair-boucle-natural/74543055,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/183819-74543055-listingjpg.jpg,
£550,Hayward Dining Chair With Arms,Dining room,Dining chair,"H81 x W57 x D58cm / H32 x W20 x D23""",velvet,light green,https://www.sohohome.com/products/hayward-dining-armchair/74536460,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=389%3b0%3b389%3b0/images/original/183742-74536460-listingjpg.jpg,
"£1,995","Gabriel Armchair, Leather",Armchair,Armchair,H77 x W90 x D81cm / H30.3 x W35.4 x D31.9,Leather,deep brown,https://www.sohohome.com/products/gabriel-armchair-leather/79963883,https://assets.sohohome.com/cdn-cgi/image/fit=crop%2cformat=auto%2cquality=75%2cwidth=1400%2cheight=1556%2ctrim=388%3b0%3b389%3b0/images/original/122947-79963883-listingjpg.jpg,
